"trip_id","origin_airport","destination","destination_airport","seats","return_flight_booked","departure_time","return_time","checked_bags","trip_airline","destination_airport_lat","destination_airport_lon","base_fare_usd"
"118347-d44d09b57ead4238b93265354cf02ef0","LGA","houston","IAH","1","true","2022-11-19 07:00:00","2022-11-21 07:00:00","0","All Nippon Airways","29.607","-95.159","379.26"
"118406-b0a70d7e184246a4b2178993d30232e6","CLT","los angeles","LSQ","1","true","2022-11-17 09:00:00","2022-11-21 09:00:00","0","Delta Air Lines","33.942","-118.408","605.41"
"118578-9a92e407a2da4fd2a2ff5754872bd1cd","LAX","ottawa","YOW","1","true","2022-11-19 14:00:00","2022-11-23 14:00:00","0","Air Canada","45.323","-75.669","698.79"
"118898-ede94d4931c148418444eb4cc7574376","IAH","new york","LGA","1","true","2022-11-24 13:00:00","2022-11-29 13:00:00","1","American Airlines","40.64","-73.779","388.07"
"119167-bf3001c6c47743ee95fd7549e6d15be0","BNA","phoenix","LUF","1","true","2022-11-19 08:00:00","2022-11-21 08:00:00","1","Ryanair","33.535","-112.383","413.14"
"119395-79bda1858f354c828efb56463efec97a","PHX","san antonio","RND","1","true","2022-11-21 10:00:00","2022-11-28 10:00:00","1","Ryanair","29.529","-98.279","215.08"
"119455-0b65230ac7474f54b3f854cc4bf8763c","RND","toronto","YYZ","1","true","2022-11-22 14:00:00","2022-11-26 14:00:00","0","Air Canada","43.862","-79.37","439.43"
"119703-247125e46c5d4e70963d45b5da4d2549","LGA","dallas","DAL","1","true","2022-11-19 11:00:00","2022-11-23 11:00:00","1","Southwest Airlines","32.847","-96.852","418.69"
"120025-eb1e7ac74cc34bfd9f0e3daff873c198","AUS","quebec","YQB","2","true","2022-11-18 12:00:00","2022-11-22 12:00:00","0","Air Canada","46.788","-71.398","1049.28"
"120051-35570fa7e67843c989e9b9ff5a28b271","SFO","jacksonville","LRF","1","true","2022-11-21 13:00:00","2022-11-25 13:00:00","0","Delta Air Lines","30.494","-81.688","657.6"
"120321-4bf160525372422a9dd1bbe68b5c9d12","ORD","columbus","CMH","1","true","2022-11-24 10:00:00","2022-12-03 10:00:00","0","JetBlue Airways","39.998","-82.892","85.8"
"120503-3672e12341ed444abcb0c027f438d287","LAX","seattle","SEA","1","true","2022-11-19 15:00:00","2022-11-24 15:00:00","1","American Airlines","47.53","-122.302","242.11"
"121142-6fb7ca484c094d1183e0d53989160de2","MDW","new york","JFK","1","true","2023-03-04 07:00:00","2023-03-22 07:00:00","0","Swiss International Air Lines","40.64","-73.779","217.99"
"121377-030597d8f2a94246bd006c70f0239b51","LGA","los angeles","LAX","1","true","2022-11-21 07:00:00","2022-11-24 07:00:00","1","Air France","33.942","-118.408","752.28"
"121699-f34b74e7222447e6901febbfd79c0231","YHM","prague","PRG","3","true","2023-01-06 12:00:00","2023-01-26 12:00:00","2","Delta Air Lines","50.101","14.26","3712.85"
"121810-0ed57702c5054421a9fd179c1985789e","PNE","baltimore","BWI","1","true","2022-11-18 09:00:00","2022-11-21 09:00:00","1","AirTran Airways","39.175","-76.668","27.55"
"121845-96bfa6fe45e34dafa8f9821c46c69feb","IND","detroit","YIP","1","true","2022-11-15 07:00:00","2022-11-19 07:00:00","1","Delta Air Lines","42.409","-83.01","76.66"
"122029-36586cd040c24158857ba4ae059459e2","LUF","new york","LGA","3","true","2022-11-15 15:00:00","2022-11-19 15:00:00","0","Frontier Airlines","40.64","-73.779","2128.82"
"122255-436671292dc34f8386b0836792d9ebba","JFK","los angeles","LAX","1","true","2022-11-19 07:00:00","2022-11-27 07:00:00","1","Southwest Airlines","33.942","-118.408","774.43"
"122815-f72080d4092a4c0b90af5b83455b0315","MEM","nashville","BNA","1","true","2022-11-20 13:00:00","2022-11-30 13:00:00","1","American Airlines","36.124","-86.678","64.04"
"122897-1026d84020e44dd69500bd4be1911f4c","YYC","toronto","YKZ","1","true","2022-11-17 14:00:00","2022-11-23 14:00:00","1","Delta Air Lines","43.862","-79.37","532.28"
"123553-1deb0155529f4dbfa984b26bc4e06d98","STL","porto","OPO","1","true","2023-02-04 16:00:00","2023-02-16 16:00:00","0","Formosa Airlines","41.248","-8.681","1195.6"
"123555-6a75c165851243d98e75db02cab2f53e","LGA","shanghai","SHA","1","false","2023-02-04 09:00:00","","0","TransAsia Airways","31.198","121.336","1099.93"
"123595-25ea113917774c3aac8babe0feb9fdca","YEG","charlotte","CLT","1","true","2022-11-21 07:00:00","2022-12-05 07:00:00","1","JetBlue Airways","35.214","-80.943","605.02"
"123859-ed97c7dad9bf418bb5c62c4f7844fdc1","YXU","nashville","BNA","2","true","2022-11-19 13:00:00","2022-11-23 13:00:00","0","Southwest Airlines","36.124","-86.678","335.56"
"123979-3977c04346524803b6dda43830adfef7","LSV","new york","JFK","1","true","2022-11-19 07:00:00","2022-11-28 07:00:00","0","JetBlue Airways","40.64","-73.779","639.12"
"124223-f63e1aa9725541909fe416d6c8a6ed7b","SFO","los angeles","LAX","4","true","2022-11-20 14:00:00","2022-11-22 14:00:00","1","Copa Airlines","33.942","-118.408","383.42"
"124232-ac4e8f057e524d57860d665f1f3c0ec5","DCA","san diego","SAN","2","true","2022-11-17 12:00:00","2022-11-24 12:00:00","1","Alaska Airlines","32.699","-117.215","1317.7"
"124423-9e2625c0fd63445db87e0fbd809e794b","LAX","san jose","SJC","1","true","2022-11-20 13:00:00","2022-12-02 13:00:00","1","AirTran Airways","37.362","-121.929","78.11"
"124436-6ba85512fe3d45c1b8e89f9d7113b512","RIV","rome","FCO","1","true","2023-02-04 07:00:00","2023-02-20 07:00:00","0","Iberia Airlines","43.234","-75.407","718.11"
"124647-03fdc3a1319345e3952db1251cbb8d04","NCA","new york","LGA","1","true","2023-03-04 20:00:00","2023-03-13 20:00:00","1","Delta Air Lines","40.64","-73.779","137.48"
"125490-a626f0238fe14ae6b8d6b7efce54b449","CRP","houston","EFD","1","true","2022-11-20 07:00:00","2022-11-22 07:00:00","0","Ryanair","29.607","-95.159","53.78"
"125954-91df37a2c6ab42b68cbcb16966296137","LAS","winnipeg","YAV","1","false","2022-11-17 13:00:00","","1","Delta Air Lines","50.056","-97.032","192.93"
"126011-252821dfd3594a46bb612f8ac73642bd","LGB","new york","LGA","1","true","2022-11-16 15:00:00","2022-11-23 15:00:00","1","WestJet","40.64","-73.779","752.44"
"126106-c35cb621db5a4629b2822f88d7c4a6e7","OPF","new york","LGA","1","true","2022-11-19 16:00:00","2022-11-25 16:00:00","1","Delta Air Lines","40.64","-73.779","297.24"
"126271-2f01f3941ff649ac921abafe9634bf4c","YYJ","fresno","FAT","1","true","2022-11-19 09:00:00","2022-11-20 09:00:00","0","Delta Air Lines","36.776","-119.718","242.98"
"126665-dff27556d1d14b63bd97819ea07eab25","CLT","los angeles","LAX","2","true","2023-01-07 12:00:00","2023-01-17 12:00:00","1","Qantas","33.942","-118.408","1312.85"
"127070-3eec55e30b3d4e59afc673bedbe21cef","TUL","paris","ORY","2","true","2023-02-04 08:00:00","2023-02-16 08:00:00","1","Corsairfly","48.969","2.441","2825.77"
"127271-ce26adfaa2df4359aa2ebe2ebc826e80","LAX","winnipeg","YWG","2","true","2023-01-07 19:00:00","2023-01-16 19:00:00","1","Air Canada","50.056","-97.032","926.59"
"127720-3640d956a75a4d288b649532f5316f1d","LAX","toronto","YKZ","1","true","2022-11-17 07:00:00","2022-11-19 07:00:00","1","Ryanair","43.862","-79.37","601.52"
"127897-10f13162b84e42a29c5f24e74e3ab890","LGA","toronto","YZD","1","true","2022-11-20 07:00:00","2022-11-22 07:00:00","2","Ryanair","43.862","-79.37","80.85"
"128107-c886c129fadc4f4a862fa565a19230ed","YMX","edmonton","YED","2","true","2022-11-17 08:00:00","2022-11-18 08:00:00","1","United Airlines","53.667","-113.467","1038.9"
"128344-ddf586aff99744aa957cabb90a2303b3","SFO","memphis","MEM","1","true","2022-11-22 15:00:00","2022-11-25 15:00:00","0","Delta Air Lines","35.042","-89.977","523.55"
"128562-cb610dac7dbe45b38495ba9c44dd8c32","TCM","washington","IAD","2","true","2022-11-15 12:00:00","2022-11-23 12:00:00","0","United Airlines","38.852","-77.037","1317.57"
"129604-2cef7fc6a1ae4cb98989f6cb2f7027be","JFK","calgary","YYC","1","true","2022-11-20 14:00:00","2022-11-25 14:00:00","2","JetBlue Airways","51.114","-114.02","532.62"
"129774-56b69e240a72409ba24b31adfec82025","YAV","san diego","SAN","1","true","2022-11-24 13:00:00","2022-12-02 13:00:00","0","Alaska Airlines","32.699","-117.215","497.89"
"130274-1aadd75ba97b4f788bccce3e60e263e0","PDX","phoenix","PHX","1","true","2022-11-16 07:00:00","2022-11-20 07:00:00","0","American Airlines","33.535","-112.383","262.87"
"130849-69c542677a044d3581f6e01ccecbec83","NZY","istanbul","IST","1","true","2023-03-04 14:00:00","2023-03-19 14:00:00","0","Turkish Airlines","40.977","28.821","2128.75"
"131006-d734e178e83e445184aa0365b1eaf10f","LGA","los angeles","LSQ","1","true","2022-11-17 12:00:00","2022-11-21 12:00:00","0","Ryanair","33.942","-118.408","571.95"
"131050-3e2ca98cad6c4e6f8ed895e112f4a3de","SNA","denver","DEN","1","true","2022-11-20 09:00:00","2022-11-21 09:00:00","1","United Airlines","39.858","-104.667","232.58"
"131055-8c82bc61bce04a3995724c8a7d0c7dc4","YYZ","new york","JFK","1","true","2022-11-21 07:00:00","2022-11-24 07:00:00","1","JetBlue Airways","40.64","-73.779","103.33"
"131160-78f226a553e946c8806cc2dd53614ee6","HNL","montreal","YMX","1","true","2022-11-22 07:00:00","2022-11-25 07:00:00","1","American Airlines","45.517","-73.417","1446.58"
"131435-cdfa48e34ae74c93b5e0f43dfdeab112","MKE","chicago","UGN","1","false","2022-11-17 12:00:00","","1","Ryanair","41.786","-87.752","10.72"
"131485-ca8953685f764bc9b36e29ed75ab8db7","YAV","new york","JFK","1","true","2022-11-22 09:00:00","2022-11-25 09:00:00","0","American Airlines","40.64","-73.779","398.06"
"131715-6a485060cc5341ed8bd0b6e38d0b800d","IND","calgary","YYC","1","true","2022-11-23 10:00:00","2022-11-26 10:00:00","0","WestJet","51.114","-114.02","462.72"
"131771-806d7e9f37ea472f9bda8e68759686dd","YYC","winnipeg","YAV","1","true","2022-11-20 11:00:00","2022-11-23 11:00:00","1","United Airlines","50.056","-97.032","217.96"
"132197-b273b50f82924cd29ce2f925e1aaac29","UGN","new york","LGA","1","true","2022-11-18 16:00:00","2022-11-25 16:00:00","1","Air Canada","40.64","-73.779","207.33"
"132358-5c73575ab1534d18b6e99ebd35b85339","JFK","edmonton","YED","1","true","2022-11-22 07:00:00","2022-11-24 07:00:00","2","United Airlines","53.667","-113.467","607.77"
"132443-f2fb3334220b4bc394eedb110675d413","JFK","phoenix","LUF","2","true","2022-11-22 14:00:00","2022-11-28 14:00:00","0","Ryanair","33.535","-112.383","1183.35"
"132752-a72d8dffa90b46f39911113038d9cc0b","YHU","austin","AUS","1","true","2022-11-18 07:00:00","2022-11-19 07:00:00","0","United Airlines","30.194","-97.67","481.3"
"132756-c3c048c6b5f04e9fb58541899149715c","YZD","san jose","SJC","1","true","2022-11-17 07:00:00","2022-11-20 07:00:00","0","Southwest Airlines","37.362","-121.929","765.5"
"133270-1c5a5def936540a696ca79337497ce7f","LUF","los angeles","LSQ","1","true","2022-11-16 08:00:00","2022-11-17 08:00:00","1","United Airlines","33.942","-118.408","102.73"
"133397-b89b062eb9a44f73bee5f2a2cf46e1f6","LGA","ottawa","YOW","1","true","2022-11-19 08:00:00","2022-11-20 08:00:00","0","United Airlines","45.323","-75.669","101.84"
"133565-4af510eaf8044cc98ec6bcfd77e946d6","LGA","louisville","LOU","3","true","2022-11-16 09:00:00","2022-11-20 09:00:00","0","American Airlines","38.228","-85.664","562.48"
"133576-e3b6a18d6f4441edaa02915327df22a8","JFK","toronto","YZD","2","true","2022-11-16 07:00:00","2022-11-18 07:00:00","0","American Airlines","43.862","-79.37","193.72"
"133902-47b570d136ae457f95e5ba7942ca7f59","YYC","seattle","SEA","2","true","2023-02-03 18:00:00","2023-02-16 18:00:00","2","Alaska Airlines","47.53","-122.302","271.02"
"134181-4dc5a0016fd6403ca7ca3fe446e8cfd8","OKC","los angeles","LAX","1","true","2022-11-19 10:00:00","2022-11-22 10:00:00","0","United Airlines","33.942","-118.408","367.31"
"134550-b7692b866a8c4f52a433f9877db36244","YQB","new york","JFK","1","true","2022-11-24 07:00:00","2022-11-27 07:00:00","1","Delta Air Lines","40.64","-73.779","129.45"
"134936-186f292d18ac4e48ad56ec5f2db27aef","RNO","phoenix","LUF","2","true","2022-11-22 08:00:00","2022-11-24 08:00:00","0","Delta Air Lines","33.535","-112.383","361.53"
"135025-25a98d12cd5d4bcf851089e17e4d2e30","IND","calgary","YYC","1","true","2022-11-18 07:00:00","2022-11-20 07:00:00","1","Air Canada","51.114","-114.02","428.1"
"135103-9fc398aa22f3498589c1c8e6f8e205e5","RND","columbus","CMH","1","true","2022-11-22 07:00:00","2022-11-23 07:00:00","0","AirTran Airways","39.998","-82.892","326.51"
"135184-7ff1a3f79f7f49d2abcb677468c9f622","YWG","ottawa","YOW","2","false","2022-11-17 08:00:00","","1","WestJet","45.323","-75.669","284.3"
"135319-873ef107bb334ab38ce2729146c42118","FAT","calgary","YYC","1","true","2022-11-24 13:00:00","2022-11-30 13:00:00","0","WestJet","51.114","-114.02","316.67"
"136031-ae3f523cb4784d64b64cdcab5dc79d1d","DAL","san antonio","RND","1","true","2022-11-19 07:00:00","2022-11-24 07:00:00","0","Delta Air Lines","29.529","-98.279","74.33"
"136441-d823b646760e460d8afc51d751528245","MKE","new york","LGA","2","true","2022-11-21 16:00:00","2022-11-24 16:00:00","1","American Airlines","40.64","-73.779","388.32"
"136443-f0569af86fc4449a860bfc848d9f63f9","SJC","singapore","SIN","3","true","2023-02-03 16:00:00","2023-02-17 16:00:00","2","Saudi Arabian Airlines","1.417","103.867","7557.3"
"136482-c698fc6b2b8a40a2878add0bf0f103fd","SEA","denver","DEN","1","true","2022-11-19 09:00:00","2022-11-22 09:00:00","0","Frontier Airlines","39.858","-104.667","302.81"
"136761-27094ef67f394dbc98ec9f1aa064a477","YWG","houston","HOU","1","false","2022-11-17 07:00:00","","0","Southwest Airlines","29.607","-95.159","197.07"
"136968-f0aea800f3bc4986b3615ed3d6c3229e","DAL","hamilton","HLZ","1","true","2022-11-22 15:00:00","2022-11-26 15:00:00","0","Air New Zealand","43.173","-79.935","342.91"
"137054-084aec968d9840f19ac465f5bc713012","SJC","chicago","MDW","1","true","2022-11-19 08:00:00","2022-11-22 08:00:00","0","Frontier Airlines","41.786","-87.752","538.33"
"137160-1cffb959d551455f961412b217f2e056","LRD","toronto","YZD","1","true","2022-11-17 16:00:00","2022-11-21 16:00:00","1","American Airlines","43.862","-79.37","490.32"
"137292-ec9e2473e765458d8ecbbbcf6b2cc123","IND","dallas","DAL","1","true","2022-11-24 15:00:00","2022-11-30 15:00:00","0","Southwest Airlines","32.847","-96.852","217.4"
"137467-bdf0d6a39b6c4c2d89b668dcef9ed5e9","IAH","jacksonville","NCA","1","true","2022-11-17 13:00:00","2022-11-25 13:00:00","0","Delta Air Lines","30.494","-81.688","241.77"
"137531-b8b1c39e53804786842273b6647a82cb","ORD","toronto","YKZ","1","true","2022-11-15 07:00:00","2022-11-17 07:00:00","0","Delta Air Lines","43.862","-79.37","128.77"
"137653-5c8398b999644699b74eafaa2a8f63f9","JFK","philadelphia","PHL","2","true","2022-11-19 16:00:00","2022-11-24 16:00:00","2","American Airlines","39.872","-75.241","54.91"
"138077-a6a50d4abac447c489a36582c31ad39d","YYC","new york","JFK","1","true","2022-11-17 07:00:00","2022-11-20 07:00:00","0","JetBlue Airways","40.64","-73.779","618.69"
"139034-73438f7035914b2191d9544f6d326e07","LAX","new york","LGA","1","true","2022-11-19 07:00:00","2022-11-22 07:00:00","0","Southwest Airlines","40.64","-73.779","723.05"
"139252-35ce6841c12342a7b7deda430e7f3032","LAX","chicago","UGN","1","true","2022-11-16 16:00:00","2022-11-20 16:00:00","0","Ryanair","41.786","-87.752","366.2"
"139742-8b397fc59c034126a89f0bfe05ca7647","LAX","detroit","DET","1","true","2022-11-14 08:00:00","2022-11-16 08:00:00","1","Ryanair","42.409","-83.01","546.13"
"139785-7aa9b38d9161487d90231a42ffd213ca","YYC","osaka","ITM","1","true","2023-03-04 21:00:00","2023-03-20 21:00:00","0","Japan Airlines","34.785","135.438","1559.92"
"139816-9f69d6aac51049a99bbea67ef67619e3","OMA","boston","BOS","1","true","2022-11-18 07:00:00","2022-11-21 07:00:00","0","American Airlines","42.364","-71.005","379.11"
"139922-1ba9cc35af40424d8f60e67a7ea449e7","EWR","san antonio","RND","1","true","2022-11-17 08:00:00","2022-11-19 08:00:00","1","Delta Air Lines","29.529","-98.279","453.94"
"140156-d9c73fcc4dbf4ac684a290ecd2458dfc","ELP","houston","IAH","2","true","2022-11-25 10:00:00","2022-11-27 10:00:00","1","United Airlines","29.607","-95.159","407.49"
"140593-98e6fc49d2284e639fd7fa7989506a26","LGA","memphis","MEM","1","true","2022-11-20 07:00:00","2022-11-23 07:00:00","0","Delta Air Lines","35.042","-89.977","273.83"
"140662-de158809e8a24d8ca40245e5f17d1c58","LUK","philadelphia","PHL","1","true","2022-11-19 10:00:00","2022-11-23 10:00:00","0","Allegiant Air","39.872","-75.241","128.76"
"140745-fd7d9c31a1f04329a123dc1a9a63ccd4","BFL","austin","AUS","1","true","2022-11-18 10:00:00","2022-11-23 10:00:00","1","JetBlue Airways","30.194","-97.67","365.99"
"140787-e950e34bbc614268a4dc09707914c828","MDW","columbus","LCK","1","true","2022-11-17 07:00:00","2022-11-21 07:00:00","1","Allegiant Air","39.998","-82.892","78.62"
"141154-d619f1e44b6443a6912c98fd6fa7881d","MEM","vancouver","YVR","1","true","2022-11-19 10:00:00","2022-11-28 10:00:00","0","Alaska Airlines","49.195","-123.182","538.12"
"141485-f44a19d715d843bfa3774e0bfa557f1f","YTZ","san diego","SAN","1","true","2022-11-17 12:00:00","2022-11-22 12:00:00","0","Alaska Airlines","32.699","-117.215","620.27"
"141667-e3298c1f545049d88254c2b82c7eac2f","YQG","chicago","MDW","2","true","2022-11-22 08:00:00","2022-11-23 08:00:00","0","AirTran Airways","41.786","-87.752","136.64"
"142335-f7d28c853adc40408ae548c343ea01d1","RIV","vancouver","YVR","2","true","2023-02-04 07:00:00","2023-02-13 07:00:00","1","Air Canada","49.195","-123.182","606.57"
"142459-3316ad507f7b4bf78e140c8b53e16a06","LRF","baltimore","BWI","1","true","2022-11-20 09:00:00","2022-11-25 09:00:00","0","AeroMéxico","39.175","-76.668","290.56"
"142483-1979d663154d496a9b1a8527c60520f4","LAX","toronto","YYZ","1","true","2022-11-22 07:00:00","2022-11-25 07:00:00","0","JetBlue Airways","43.862","-79.37","696.52"
"142517-6e17c4b9edca4360b852709b5ec07ae8","LGA","indianapolis","IND","1","true","2023-02-04 07:00:00","2023-02-18 07:00:00","1","American Airlines","39.717","-86.294","191.49"
"142862-0e842df4d80c448499a8ad0dc7810ef3","PHL","dallas","DAL","1","true","2022-11-15 11:00:00","2022-11-22 11:00:00","0","AirTran Airways","32.847","-96.852","369.27"
"143283-0625d9044e2c4d12b0f842b55b347e0e","UGN","oklahoma city","TIK","1","true","2022-11-22 14:00:00","2022-11-25 14:00:00","0","American Airlines","35.393","-97.601","189.6"
"144065-17b6fd0cec7047c3a1776424d90d333f","LAX","houston","HOU","1","true","2022-11-23 08:00:00","2022-11-25 08:00:00","1","Southwest Airlines","29.607","-95.159","394.46"
"144316-3f2f785fcaae481699f1b07214bb6c6c","LGA","phoenix","LUF","1","true","2022-11-17 15:00:00","2022-11-21 15:00:00","0","United Airlines","33.535","-112.383","665.04"
"145701-12009af3747d44e7a7a79878b85184e9","OKC","chicago","ORD","1","true","2022-11-18 12:00:00","2022-11-22 12:00:00","1","JetBlue Airways","41.786","-87.752","192.79"
"146146-440639fb43b747418012dcb70b3227f4","DAL","montreal","YUL","1","true","2022-11-17 09:00:00","2022-11-18 09:00:00","1","United Airlines","45.517","-73.417","452.63"
"146326-db1d189a03fb4d6294c76d874efd5d5f","OKC","tucson","TUS","2","true","2023-02-03 21:00:00","2023-02-14 21:00:00","1","Allegiant Air","32.166","-110.883","457.59"
"146532-09c9c20cc48849a5ab0bae05f6b72d25","IAH","chicago","UGN","1","true","2022-11-20 07:00:00","2022-11-23 07:00:00","1","Ryanair","41.786","-87.752","183.88"
"146693-dd82c248c0374304a68808df3f5f7148","ORD","montreal","YHU","1","true","2022-11-18 07:00:00","2022-11-21 07:00:00","0","United Airlines","45.517","-73.417","213.11"
"147296-a5a62e3123874c3da1ede7aa0d595254","BTR","new york","LGA","1","true","2023-02-04 14:00:00","2023-02-15 14:00:00","0","Allegiant Air","40.64","-73.779","344.15"
"147313-3d238f77e57f41168d922f81dd334c12","MXF","chicago","ORD","1","true","2022-11-27 12:00:00","2022-12-01 12:00:00","0","British Airways","41.786","-87.752","194.92"
"148244-e435d69c0edd464192e04699cac21c5a","YVR","edmonton","YXD","1","true","2022-11-21 12:00:00","2022-11-26 12:00:00","0","United Airlines","53.667","-113.467","155.99"
"148342-c44bc4855a604c01a36a40e715e44455","LRD","las vegas","LAS","1","true","2023-02-03 17:00:00","2023-02-18 17:00:00","0","JetBlue Airways","36.08","-115.152","274.61"
"148579-16cff8c392af49f78d2126db1a9d03bd","LGA","san jose","SJO","1","true","2022-11-21 11:00:00","2022-11-24 11:00:00","0","Allegiant Air","37.362","-121.929","727.19"
"148903-17d55042b7c247f9bbe8a3b045c74a92","CMH","new york","JFK","1","true","2022-11-18 07:00:00","2022-11-19 07:00:00","0","American Airlines","40.64","-73.779","149.25"
"148929-8725442e431e41b582f519d9fa140229","MSP","calgary","YYC","1","true","2022-11-20 13:00:00","2022-12-03 13:00:00","0","WestJet","51.114","-114.02","295.87"
"148998-f7e36248f9404f3dacc7e51ec729a454","LAX","houston","EFD","1","true","2022-11-20 09:00:00","2022-11-27 09:00:00","0","American Airlines","29.607","-95.159","387.98"
"149539-ae86095d23b04040a62cf11cff00fdf6","CVG","montreal","YUL","1","true","2022-11-25 07:00:00","2022-11-29 07:00:00","1","Delta Air Lines","45.517","-73.417","199.49"
"149916-bab3e4f4a9aa4deea4c221f8bd45c10d","LIT","toronto","YZD","1","true","2022-11-21 12:00:00","2022-11-24 12:00:00","0","American Airlines","43.862","-79.37","288.35"
"150085-43e51e8a3fde447cacb78f3487d27476","DET","new york","LGA","1","true","2022-11-20 16:00:00","2022-11-27 16:00:00","1","Delta Air Lines","40.64","-73.779","125.2"
"151069-825e408638254b089531d93eebd02abc","SJC","jacksonville","JAX","1","true","2022-11-19 13:00:00","2022-12-02 13:00:00","0","Southwest Airlines","30.494","-81.688","659.18"
"151130-c8ebee047c1f4b2da5a2e6b35bf22af0","TIK","new york","LGA","1","true","2022-11-22 13:00:00","2022-11-29 13:00:00","0","American Airlines","40.64","-73.779","395.94"
"151194-68195dcd83fb48e980098b0b28d29cac","ORF","los angeles","LSQ","1","true","2022-11-19 10:00:00","2022-12-03 10:00:00","0","United Airlines","33.942","-118.408","755.42"
"151241-0a08edcf6fb9488dbbc98f6a97c215d4","YXU","denver","DEN","1","true","2022-11-17 08:00:00","2022-11-19 08:00:00","1","United Airlines","39.858","-104.667","374.24"
"151682-4322c4a9d200437ca93011983c594bed","DMA","indianapolis","IND","1","true","2022-11-19 07:00:00","2022-11-23 07:00:00","0","Delta Air Lines","39.717","-86.294","401.6"
"151802-8daf8f2279634a2d858d21b28d39e502","HOU","new york","LGA","1","true","2022-11-17 13:00:00","2022-11-21 13:00:00","1","JetBlue Airways","40.64","-73.779","397.05"
"151853-d68f39ebba854dcf898dbc1a13dcfb2b","SJC","san diego","NZY","1","true","2022-11-27 14:00:00","2022-12-01 14:00:00","0","Delta Air Lines","32.699","-117.215","131.84"
"152321-fd59ddec81ab41289f07b2b441ed3ac3","PHX","san antonio","SVZ","1","true","2022-11-18 09:00:00","2022-11-22 09:00:00","1","Conviasa","29.529","-98.279","254.21"
"152398-3a8a96df1ac74c97a703851077281d11","AMA","toronto","YYZ","1","true","2022-11-16 07:00:00","2022-11-18 07:00:00","0","Air Canada","43.862","-79.37","403.06"
"152417-05bc3c1c4a254409bafd9d8f6b563394","NCA","charlotte","CLT","1","true","2022-11-17 07:00:00","2022-11-22 07:00:00","0","AirTran Airways","35.214","-80.943","54.47"
"152777-8036e72bf97b4153b9cbff81974cf408","TYS","san francisco","SFO","1","true","2022-11-21 07:00:00","2022-11-23 07:00:00","0","Cathay Pacific","37.619","-122.375","576.14"
"152999-43490b4d09554fc586b006af2eb36b3f","LSV","philadelphia","PNE","1","true","2022-11-21 07:00:00","2022-11-22 07:00:00","0","Delta Air Lines","39.872","-75.241","590.04"
"153187-a00a1057bb1f406a82166fa4a4b7ba68","LGA","calgary","YYC","1","true","2022-11-18 07:00:00","2022-11-20 07:00:00","0","WestJet","51.114","-114.02","630.83"
"153356-685095ed4c4441fb938e9ee0f7aee92e","YVR","quebec","YQB","1","true","2022-11-18 15:00:00","2022-11-24 15:00:00","0","Air Canada","46.788","-71.398","695.12"
"153585-0246118015e249b9a20ac50e4805f973","BIF","jacksonville","NCA","2","true","2022-11-18 11:00:00","2022-11-23 11:00:00","1","Delta Air Lines","30.494","-81.688","868.92"
"153590-eba79a8c87e74f2eb01933449aa44df0","DTW","san antonio","RND","1","true","2022-11-16 13:00:00","2022-11-23 13:00:00","0","American Airlines","29.529","-98.279","321.01"
"153675-8fa9fd9c1bc043708c9850f11a25b31c","JFK","chicago","UGN","1","true","2022-11-16 10:00:00","2022-11-27 10:00:00","0","United Airlines","41.786","-87.752","212.98"
"154020-75f240a9aad9432e87d18e4e7b0d0a84","YKZ","dallas","DAL","1","true","2022-11-21 11:00:00","2022-11-23 11:00:00","1","Southwest Airlines","32.847","-96.852","348.48"
"154358-bbe616bb95fd4163b180e33edcc38f08","LAX","san diego","SAN","1","false","2022-11-18 07:00:00","","1","United Airlines","32.699","-117.215","15.59"
"154512-e18d98b0f7ca454a89f49bbff1e4f456","MEM","el paso","ELP","1","true","2022-11-17 07:00:00","2022-11-29 07:00:00","1","Southwest Airlines","31.849","-106.38","279.55"
"154648-163207498e81418cbfa9222fa497e4a8","SAC","boston","BOS","1","true","2023-02-04 09:00:00","2023-02-15 09:00:00","0","American Airlines","42.364","-71.005","722.33"
"154721-3c3d90cf3429462e8ce310f1f0a8ef57","JFK","washington","DCA","1","true","2022-11-16 10:00:00","2022-11-20 10:00:00","2","American Airlines","38.852","-77.037","66.99"
"154724-4f49ea3d51054f0d80af674316ca2b90","YMX","chicago","MDW","1","true","2022-11-14 16:00:00","2022-11-17 16:00:00","0","Southwest Airlines","41.786","-87.752","208.59"
"155038-a5401873bf0e4201a4f73e7251bb923f","NBG","los angeles","LAX","1","true","2022-11-20 13:00:00","2022-11-26 13:00:00","1","Alaska Airlines","33.942","-118.408","494.55"
"155174-d680a06a007f4b5990fc0e95db80bc78","NIP","vancouver","YVR","2","true","2022-11-18 15:00:00","2022-11-23 15:00:00","0","WestJet","49.195","-123.182","1406.06"
"155397-193a76cb3cea498fb8cccc5af5827e48","SJC","dallas","DAL","1","true","2022-11-21 07:00:00","2022-11-28 07:00:00","0","Southwest Airlines","32.847","-96.852","461.08"
"155535-69d35ad2155a487a97de450a7818a8ba","LGA","winnipeg","YAV","1","true","2022-11-22 12:00:00","2022-11-24 12:00:00","1","Delta Air Lines","50.056","-97.032","402.55"
"155722-10f8f1d2e62943c6a0f60663ddc4c20a","SNA","milwaukee","MKE","1","true","2022-11-24 11:00:00","2022-11-26 11:00:00","1","American Airlines","42.947","-87.896","547.69"
