"trip_id","hotel_name","nights","rooms","check_in_time","check_out_time","hotel_per_room_usd"
"404909-05be2a74e4294a6abfad6ab1b99c0bf3","Wyndham - tucson","3","1","2023-06-05 15:04:37.425","2023-06-09 11:00:00","68"
"405066-42e7a3acc4f54be2bca27c18953bab2a","NH Hotel  - detroit","9","1","2023-06-04 10:30:17.145","2023-06-13 11:00:00","181"
"405953-a1c3e557bda446b3a8ee09ca4dc2a780","Hyatt - montreal","1","3","2023-06-05 12:03:35.415","2023-06-07 11:00:00","124"
"407056-d8103ae5873a430ab41d2278d9660ada","Starwood  - washington","6","1","2023-06-06 11:22:38.19","2023-06-12 11:00:00","181"
"407158-466a0406c0b4409992ee1086419c7b50","Aman Resorts - fort worth","3","1","2023-06-02 10:44:55.545","2023-06-05 11:00:00","276"
"407500-a33045edde4a4b95a7e1eb67beccb03d","Choice Hotels - las vegas","0","1","2023-06-03 18:17:12.66","2023-06-04 11:00:00","230"
"408165-d08f7e729af8487bb80740affca1b756","Hyatt - new york","2","2","2023-06-04 18:15:20.385","2023-06-07 11:00:00","228"
"408187-96eed2e9e032421f8434e43bffbeff4e","Hilton - vancouver","1","3","2023-06-03 13:11:38.31","2023-06-05 11:00:00","161"
"409787-c5a2fcbd31bd4111800f0741d177efd8","Accor - calgary","2","1","2023-06-12 13:03:30.24","2023-06-15 11:00:00","271"
"409801-95dd47fae96a4ef2afc29e87787a9c15","Hyatt - san jose","14","2","2023-05-31 11:00:00","2023-06-14 11:00:00","241"
"410075-a30468e08c5b479f877c62c11d3ea946","Aman Resorts - houston","3","2","2023-06-05 12:16:18.3","2023-06-09 11:00:00","142"
"410114-bad7c079ab9744b4993d9bd1bdfcf95a","Accor - dallas","8","1","2024-04-01 12:16:02.145","2024-04-10 11:00:00","84"
"410271-c64d4efcac444fe68af5ed8e6726190a","Four Seasons - houston","0","1","2023-06-04 14:12:17.865","2023-06-05 11:00:00","279"
"410687-6a8de392921b4130899cc9a5ad9d20c9","Conrad  - vancouver","5","1","2023-06-04 14:02:54.645","2023-06-10 11:00:00","67"
"410937-252fddb868f641a7830dc0804e8247fa","Aman Resorts - calgary","0","2","2023-06-07 20:02:53.025","2023-06-08 11:00:00","177"
"411399-9fea8108fcb741c78e7f31553ea804c7","Aman Resorts - new york","1","1","2023-06-04 13:54:45.945","2023-06-06 11:00:00","115"
"411881-a28a449c83fa4499bad888782732cc9b","Accor - philadelphia","2","1","2023-06-07 16:09:21.33","2023-06-10 11:00:00","116"
"413129-d4ec846de92a4125be05f159bc60fdc2","Banyan Tree  - los angeles","1","1","2023-06-05 13:07:13.98","2023-06-07 11:00:00","89"
"414165-51cb18b461bd4d558889f77f8e191550","Radisson  - montreal","4","1","2023-06-04 12:54:21.06","2023-06-09 11:00:00","82"
"414686-5e72100205744366a1c44f4ff26e54ee","Banyan Tree  - montreal","4","1","2023-06-09 20:16:23.295","2023-06-14 11:00:00","53"
"415479-94f4d9792fcc45698b224e942c282fe4","Accor - new york","1","1","2023-06-04 09:44:08.655","2023-06-05 11:00:00","54"
"416113-d46ce6b6e1394dc9a883554df40e37dd","Starwood  - toronto","4","1","2023-06-08 17:47:49.38","2023-06-13 11:00:00","159"
"416327-ec047ee3a09f46f9bab2123006181013","Hyatt - toronto","4","1","2023-06-02 11:00:00","2023-06-06 11:00:00","57"
"416803-6dde51172c6944e0a1e77bddcb666009","Four Seasons - los angeles","1","1","2023-06-05 14:57:24.3","2023-06-07 11:00:00","190"
"416818-306296b1b6c54220b70106ee8be0b795","Crowne Plaza - istanbul","12","1","2023-10-17 05:09:09.27","2023-10-29 11:00:00","197"
"417050-6154f2fb09794facbd775c9a1e3709e5","Accor - ottawa","0","1","2023-06-02 11:05:44.61","2023-06-02 11:00:00","76"
"417328-df0783e7b48c4c3e812e33ab604d0e08","Fairmont - washington","12","2","2023-06-05 18:54:37.395","2023-06-18 11:00:00","186"
"417454-cb8824eca6bd4edfadf7da3c9bb6ba26","Shangri-La - chicago","4","1","2023-06-02 10:27:17.775","2023-06-06 11:00:00","69"
"418350-62f17c04f97745ac80f1a7a0e222aa9f","Four Seasons - new york","1","1","2023-06-03 18:03:24.75","2023-06-05 11:00:00","54"
"418746-cf2888e6f00d45bc8bbe9cbe13d02252","Conrad  - philadelphia","5","1","2023-06-04 14:06:48.06","2023-06-10 11:00:00","88"
"419263-6079dab8750244bdbbae5acc0625f8ad","Fairmont - fresno","3","1","2023-06-09 13:19:00.03","2023-06-13 11:00:00","155"
"419707-b49dc8ac6a9541a8aafb9758ba474fff","Fairmont - denver","2","1","2023-06-06 11:39:57.87","2023-06-08 11:00:00","275"
"419778-37046bae9a1249118eba3db182ab825a","Accor - phoenix","13","1","2023-06-09 11:00:00","2023-06-22 11:00:00","294"
"419790-79e98e3698c24678ae5adceccab5cbb4","Aman Resorts - denver","-1","1","2023-06-04 12:31:09.21","2023-06-04 11:00:00","108"
"419976-1d45b903917b489ba74140421fae48e6","Crowne Plaza - new york","9","1","2023-11-13 13:49:48.99","2023-11-23 11:00:00","83"
"420055-bbbbf085b35e4aa5bdee667fd3328ad5","Marriott  - los angeles","1","1","2023-06-04 18:23:44.385","2023-06-06 11:00:00","116"
"420666-c5641843793b4c31a27dc614897750c3","Best Western - ottawa","1","1","2023-06-08 14:06:37.08","2023-06-10 11:00:00","145"
"420844-cc73f34b76024d4d8118eb1f848a1793","Wyndham - quebec","6","1","2023-06-08 09:52:17.31","2023-06-14 11:00:00","143"
"421243-6e7a00bed885495fb29a363888b6a24d","Shangri-La - toronto","2","1","2023-06-07 11:35:00.33","2023-06-09 11:00:00","120"
"422055-a9e6b971595d45639556a7e9acae08f2","Accor - new york","5","1","2024-04-01 16:11:22.965","2024-04-07 11:00:00","43"
"422226-12f722d5ef5944a384b58fb0ce17ec36","Fairmont - memphis","3","1","2023-06-09 12:26:55.95","2023-06-13 11:00:00","143"
"422601-000859c201e34b3889980b3bdfc9835f","Hilton - las vegas","0","1","2023-06-01 18:28:30.09","2023-06-02 11:00:00","187"
"422822-5c00a55368524032871d81dd369961e5","Fairmont - los angeles","5","2","2023-06-04 09:13:10.965","2023-06-09 11:00:00","142"
"422884-91811399006e4473bc515f42c1e993f4","Four Seasons - memphis","3","1","2023-06-03 11:59:24.405","2023-06-06 11:00:00","90"
"423054-2d162aa98c9d4d0c8cbfe000d0db3966","Hilton - winnipeg","1","1","2023-06-08 11:50:56.67","2023-06-09 11:00:00","206"
"423401-165a6ef56d424b31b7162827b1f71543","Best Western - toronto","8","1","2023-05-31 18:26:07.845","2023-06-09 11:00:00","315"
"423484-524fe34fd373438fa5d4455bab55f970","Crowne Plaza - new york","9","1","2023-05-31 11:00:00","2023-06-09 11:00:00","442"
"423778-17efa01e90b44b459e1dbc36a70b0480","Best Western - philadelphia","0","2","2023-06-04 09:11:31.2","2023-06-04 11:00:00","288"
"423880-077ce9352726400d8414ecd0387e6a4a","Aman Resorts - ottawa","2","1","2023-06-04 09:31:09.21","2023-06-06 11:00:00","75"
"424047-546dcb408fbc49ecb3167d0dbfb96977","Wyndham - new york","1","1","2023-06-06 14:58:03.945","2023-06-08 11:00:00","160"
"424072-09d9ed571de54571a35f83e9e8a86102","Radisson  - phoenix","5","3","2023-06-07 13:13:23.745","2023-06-13 11:00:00","448"
"424120-269f9d4e3426491690778d93f1d18ab6","Hyatt - edmonton","1","1","2023-06-06 19:21:39.06","2023-06-08 11:00:00","86"
"424432-d6f0c76a63a74326823607d30af41e88","Extended Stay  - philadelphia","3","1","2023-06-09 09:10:51.915","2023-06-12 11:00:00","162"
"424724-333d76af684a405b9ef4dfb8818ea300","Extended Stay  - singapore","9","1","2023-12-12 07:34:43.815","2023-12-21 11:00:00","61"
"424884-338dbf444fff491f995a0b91419b3767","Accor - philadelphia","0","1","2023-06-04 09:59:23.505","2023-06-04 11:00:00","113"
"425456-ec717f30ea4d4127ac3f9a5e31088cfe","Choice Hotels - chicago","3","1","2023-06-06 13:18:39.645","2023-06-10 11:00:00","238"
"425614-c38b5e3fe3bd48deb870aa8d047017d5","Fairmont - new york","9","1","2023-06-06 13:05:43.98","2023-06-16 11:00:00","168"
"425760-f95ce52c39ca44da8f977488c66df2d4","Hilton - austin","1","1","2023-06-05 20:08:27.195","2023-06-07 11:00:00","70"
"425844-b38f7b7f9f31486cbe25a37ec1f70556","Hilton - philadelphia","6","1","2023-06-12 11:00:00","2023-06-18 11:00:00","229"
"426018-326e201e87df4f17b4b280d932b937d5","Starwood  - agra","7","1","2024-03-05 04:50:37.095","2024-03-12 11:00:00","139"
"426037-d9d9fa587b3c4a88bb30083537edf7bd","Extended Stay  - tucson","14","1","2023-06-18 11:00:00","2023-07-02 11:00:00","107"
"426105-1a531a540edd43aaa42d28cf7c117ae1","Radisson  - jacksonville","2","1","2023-06-09 23:02:45.96","2023-06-12 11:00:00","302"
"426566-3e9ad9cb1bc04a64be6ac17380a3f0b3","Extended Stay  - san diego","15","1","2023-06-07 11:00:00","2023-06-22 11:00:00","923"
"426764-14e032897bcc48efb56ab08c79ab1ae4","Conrad  - phoenix","2","1","2023-06-03 17:19:26.58","2023-06-06 11:00:00","94"
"426770-a4920f33ebf14ee6aa6a26ebd502b7a6","Conrad  - san antonio","1","1","2023-06-04 20:17:24.72","2023-06-06 11:00:00","103"
"427275-b97c31f69c77438b9790d2c73e28dd0a","Fairmont - new york","4","1","2023-06-06 20:09:21.555","2023-06-11 11:00:00","286"
"427307-30e40a5e91254a6aaed74e7d3827605a","Rosewood - philadelphia","3","1","2023-06-04 19:46:19.47","2023-06-08 11:00:00","213"
"427852-093f22683420409b9032aa13d7d3610c","Banyan Tree  - chicago","12","2","2023-05-31 11:00:00","2023-06-12 11:00:00","54"
"428257-5298f5549c874f0cb2b34d835a2df89b","Wyndham - washington","2","1","2023-06-07 19:49:19.47","2023-06-10 11:00:00","73"
"428516-62ae6004bbdb4327b9a67d78d825b606","Crowne Plaza - san antonio","1","1","2023-06-02 20:20:42","2023-06-04 11:00:00","341"
"428661-e2a18c17ab3343fcbd4fe0abf95b2484","Rosewood - jacksonville","13","1","2023-10-16 14:16:23.025","2023-10-30 11:00:00","262"
"429251-e33fd3b138fc42d490d32e4062ef370f","Hyatt - louisville","8","1","2023-06-10 13:34:23.25","2023-06-19 11:00:00","71"
"430231-afb4c3776fa74227b8f1408522cd14f2","Conrad  - new york","2","1","2023-06-04 17:11:22.965","2023-06-07 11:00:00","258"
"430241-7a566c55f71c40c89687435a35eebd3c","NH Hotel  - philadelphia","1","1","2023-06-03 13:49:08.265","2023-06-05 11:00:00","126"
"430706-7ee3b132988345258b7f99693664a60b","Rosewood - toronto","3","1","2023-06-06 18:46:07.995","2023-06-10 11:00:00","332"
"431437-6c147fc94b744821a44d5ed1915d479b","Banyan Tree  - houston","0","1","2023-06-03 10:36:07.965","2023-06-03 11:00:00","142"
"431440-871ed213e151471980499bbd482ed186","Starwood  - austin","11","1","2023-06-01 11:00:00","2023-06-12 11:00:00","131"
"431551-1aae47a4e997444bb2d421e87202d1dc","Banyan Tree  - milwaukee","7","1","2023-06-03 10:18:36.81","2023-06-10 11:00:00","45"
"431691-5b1abcba63f34acba9a200c378ce1296","Best Western - new york","2","1","2023-06-06 13:05:43.98","2023-06-09 11:00:00","86"
"432133-4f11f78819bd4c4e85c85836c3048899","Shangri-La - new york","3","2","2023-06-04 11:51:43.2","2023-06-07 11:00:00","42"
"432938-2291c03ffe8d48e28e93a84daad524fb","Crowne Plaza - winnipeg","2","1","2023-06-02 19:46:20.55","2023-06-05 11:00:00","199"
"433148-7d03994eb57b4fbdac6cca3744ebfb1b","Best Western - fresno","1","1","2023-06-07 13:57:17.775","2023-06-09 11:00:00","162"
"433452-a7d0a64e45c54cfd9f7b722f2f76addf","Four Seasons - phoenix","2","1","2023-06-04 19:39:44.19","2023-06-07 11:00:00","35"
"433645-46423411675c460c88225d6c77496e1c","NH Hotel  - charlotte","1","1","2023-06-04 22:33:56.115","2023-06-06 11:00:00","414"
"433724-f86a861004fa440384802fcd911be952","Banyan Tree  - ottawa","8","1","2023-06-03 17:17:08.115","2023-06-12 11:00:00","168"
"434236-80d809a22cca44adab7b9adf9fc3a2ac","Rosewood - fresno","2","1","2023-06-04 15:11:44.475","2023-06-07 11:00:00","182"
"434352-367a07baff264af9909fbae9f033b304","Fairmont - memphis","0","1","2023-06-05 18:53:28.635","2023-06-06 11:00:00","209"
"434566-fba11a6276374a27b1d701c4d3f9e989","Choice Hotels - san antonio","5","1","2023-06-06 11:52:08.355","2023-06-11 11:00:00","47"
"434656-51bb0d86f3994914b14da04e102e1057","Fairmont - houston","2","1","2023-06-04 14:30:03.555","2023-06-07 11:00:00","100"
"435124-f5925c065e5f4707a76df2f569d13542","Choice Hotels - new york","7","1","2023-12-11 19:21:21.42","2023-12-19 11:00:00","345"
"435332-7488c8f2621642f7bd3ed15ca0f3ef41","Rosewood - san antonio","3","1","2023-06-05 18:10:05.205","2023-06-09 11:00:00","86"
"435343-d02887e234a741daa5a5a427c92a1274","Wyndham - dallas","0","1","2023-06-03 11:26:07.845","2023-06-03 11:00:00","81"
"435848-5e91d03e52ec4470a663775ab9a9dc64","Shangri-La - new york","1","1","2023-06-05 18:50:51.36","2023-06-07 11:00:00","343"
"436733-6e29c1b5882e48ce872750ab82dfa70a","Hilton - dallas","13","1","2023-06-03 11:00:00","2023-06-16 11:00:00","74"
"437365-dfd2b3005d3e4a7791c578b81e5e43af","Shangri-La - charlotte","6","1","2023-06-09 11:00:00","2023-06-15 11:00:00","99"
"437514-3ced89646bb44809a3555e7c580e3ae9","Crowne Plaza - chicago","0","1","2023-06-05 17:28:04.89","2023-06-06 11:00:00","103"
"437684-ba276e63e331487bbc84004d91f34661","Crowne Plaza - winnipeg","6","1","2023-06-03 13:07:24.15","2023-06-10 11:00:00","111"
"438335-1b5b54a04a6342cd94a10cb0ea17a0ed","Marriott  - winnipeg","2","1","2023-06-04 18:36:20.07","2023-06-07 11:00:00","209"
"438497-8d3ef508d012431fa8f4e7bdcf7dde41","Four Seasons - new york","1","1","2023-06-01 10:32:13.965","2023-06-02 11:00:00","323"
"438690-14d85edd33ff41239e83c5c389aacd58","Marriott  - edmonton","3","2","2023-06-12 11:00:00","2023-06-15 11:00:00","256"
"438866-d44e1df8a49049679ee716974d52ad3b","Starwood  - shenzhen","8","1","2023-11-14 16:33:27.45","2023-11-23 11:00:00","175"
"439209-5af2ad043f8240ec9503cba9186041d1","Rosewood - charlotte","8","2","2023-06-05 11:00:00","2023-06-13 11:00:00","147"
"439730-14b72b3c70754b18a173e8e43ea7c18f","Crowne Plaza - boston","4","1","2023-06-05 15:07:19.11","2023-06-10 11:00:00","144"
"439733-35bb44d78a20451aacbfdba5c12f3726","Choice Hotels - dallas","2","1","2023-06-06 11:30:05.49","2023-06-08 11:00:00","129"
"440653-78ccebdb0b4c4d4a8411272e4dde30dc","Accor - phoenix","3","1","2023-06-04 15:45:04.185","2023-06-08 11:00:00","70"
"441153-6554383b137447d691b41857b1f565ef","Four Seasons - washington","4","1","2023-06-01 09:25:39.81","2023-06-05 11:00:00","205"
"441859-e3e35c4b42954d898d974138ecd94f36","Banyan Tree  - vancouver","9","2","2023-06-04 11:00:00","2023-06-13 11:00:00","203"
"442048-691f7fb77457488384fcd20e6356acf7","Radisson  - san diego","2","1","2023-06-01 09:54:01.71","2023-06-03 11:00:00","57"
"442194-ccd709f62539422e93ef57185b48436b","Shangri-La - jacksonville","5","1","2023-06-05 10:40:41.835","2023-06-10 11:00:00","76"
"442253-4a6c5170301d4d6e911f51d6bbd75a70","Choice Hotels - montreal","3","1","2023-06-04 10:11:05.91","2023-06-07 11:00:00","90"
"442520-4df9d883c91b4756a09bda003049b035","Fairmont - detroit","1","1","2023-06-04 22:10:20.685","2023-06-06 11:00:00","97"
"442790-82618140094e41ca85826815a15283f5","Crowne Plaza - calgary","2","1","2023-06-02 11:00:00","2023-06-04 11:00:00","62"
"442920-1354ecd440e047158b0a3c43f6f13189","Choice Hotels - san diego","9","1","2023-06-08 09:13:17.265","2023-06-17 11:00:00","420"
"444164-b08a89b293af4c2c8639c1eb91772905","Conrad  - memphis","1","1","2023-06-06 14:39:57.555","2023-06-08 11:00:00","189"
"444833-3ee975884c9344e6ac07758e04ef3629","Crowne Plaza - baltimore","2","1","2023-06-05 11:22:18.525","2023-06-07 11:00:00","109"
"445086-acd8a076d5814e2fb0df7e3ac48894d9","NH Hotel  - montreal","3","1","2023-06-11 15:31:06.06","2023-06-15 11:00:00","172"
"445289-27fe1d2866884c7a92036fc6a82ffb9f","Rosewood - san jose","9","1","2023-06-04 13:14:55.365","2023-06-14 11:00:00","45"
"445825-09b1e4f5e9ba4aac8aeae3f8da5e2fb1","Wyndham - columbus","1","1","2023-06-04 14:57:38.25","2023-06-06 11:00:00","96"
"445933-d1b51202cab3451fb218dbe943301d1d","Aman Resorts - houston","5","2","2023-06-19 11:00:00","2023-06-24 11:00:00","198"
"446128-e8c8ed1691414b43ae84edeeea8ac328","Aman Resorts - san antonio","1","1","2023-06-04 11:59:51.27","2023-06-05 11:00:00","92"
"446647-88f40f3590cc48c9bd03cb6b85110fcd","Rosewood - hong kong","12","1","2023-11-14 13:02:07.17","2023-11-27 11:00:00","249"
"446709-e08e7e412cb84803a60c42d20169946b","Fairmont - new york","0","1","2023-06-06 13:54:45.945","2023-06-07 11:00:00","112"
"446915-0afebe2d29c14d208beaf5fa91dcc865","Wyndham - toronto","4","1","2023-06-01 16:27:54.135","2023-06-06 11:00:00","53"
"447071-21c91453eb4940a9ad927343e2dc1cf2","Rosewood - montreal","2","1","2023-06-04 13:39:37.575","2023-06-07 11:00:00","172"
"447105-ea81d8d7de0b4681b5eb58a309a8e444","Crowne Plaza - chicago","5","1","2023-06-05 10:52:09.705","2023-06-10 11:00:00","67"
"447625-d1228ae3c8e748d0b924efdf2d74b935","Choice Hotels - charlotte","10","1","2023-06-05 14:05:37.23","2023-06-16 11:00:00","215"
"447648-d4147f77985245eba8bf6c23f856dbe1","Fairmont - philadelphia","3","1","2023-06-03 12:45:32.085","2023-06-07 11:00:00","153"
"448150-3cd8ac0903bb4706b1903d6cdfde6fcb","Extended Stay  - san antonio","20","1","2023-06-06 11:00:00","2023-06-26 11:00:00","575"
"448163-afbadec2f639438da4aabb72e6cdf8f1","Choice Hotels - fresno","4","1","2023-06-05 14:45:31.545","2023-06-10 11:00:00","440"
"449068-3f40743de1d24f84914793cbaf42f696","Wyndham - new york","4","1","2023-06-06 13:58:03.945","2023-06-11 11:00:00","53"
"449189-8f0de4af89344069834bd3bf958da3c9","Extended Stay  - montreal","2","1","2023-06-08 11:00:00","2023-06-10 11:00:00","126"
"449236-3091c4981fa54038b0f9dc2e93dbb184","Radisson  - san antonio","3","1","2023-06-08 20:27:09.855","2023-06-12 11:00:00","88"
"449377-d6572d1f60734a9981f322f6240e71e7","Hyatt - houston","5","1","2023-06-03 12:49:13.485","2023-06-09 11:00:00","111"
"449868-0e5e6d850425434ebd0217d0168eb06c","Radisson  - austin","1","2","2023-06-08 10:07:27.03","2023-06-09 11:00:00","84"
"450705-5fd0d6e2f0ae4c1b836e9bb0752d9f5a","Hyatt - new york","6","1","2023-06-03 15:05:17.385","2023-06-10 11:00:00","167"
"450749-c1279fb81c8147bd8d5683a7ea7d30e7","Conrad  - seattle","9","1","2023-05-30 11:00:00","2023-06-08 11:00:00","60"
"452158-21e9e67f0fd1463fba3ecadc909b53b1","Hilton - boston","3","2","2023-06-10 14:14:01.275","2023-06-14 11:00:00","116"
"452493-024b7511fec5478dab539e557ad3f094","Shangri-La - new york","4","2","2023-06-16 11:00:00","2023-06-20 11:00:00","91"
"452894-d7cb585fe4b240499d2fa1b1802e45d8","NH Hotel  - chicago","1","3","2023-06-02 13:42:04.095","2023-06-04 11:00:00","206"
"453012-cb3aba4dd1b94ea291ba9268ca9de0aa","Conrad  - el paso","4","1","2023-06-05 10:21:37.125","2023-06-09 11:00:00","78"
"453059-80d19cfa525e4f00950be714a55d964c","Crowne Plaza - new york","2","1","2023-06-06 12:22:24.15","2023-06-09 11:00:00","313"
"453209-bfc8c8e2ce63492ca2fb90386a0b3ad8","Choice Hotels - vancouver","5","1","2023-06-01 20:53:40.515","2023-06-07 11:00:00","114"
"453281-0f9cf24bc30f487c82c541528520414e","Accor - tucson","3","1","2023-06-06 10:48:12.735","2023-06-09 11:00:00","178"
"453385-a1a3f57565d44bc39624ceac7611f4ae","Best Western - hamilton","1","1","2023-06-07 11:47:00.825","2023-06-08 11:00:00","163"
"453412-151b5e0e2b4e443f982957d09e538f76","Conrad  - louisville","2","3","2023-06-02 13:39:13.32","2023-06-05 11:00:00","75"
"453475-bf3278d61052442f83d149e833c49781","Rosewood - new york","8","1","2023-06-10 11:00:00","2023-06-18 11:00:00","113"
"453907-d1e65dd47e844a628b66fee8f2e88494","Aman Resorts - charlotte","0","1","2023-06-04 10:05:17.385","2023-06-04 11:00:00","204"
"454926-bb021aa3fb0c438587f71f029ec6be35","Hilton - quebec","10","1","2023-06-06 11:31:12.54","2023-06-16 11:00:00","532"
"454947-21e003e132d4466398b4e6f5da85f25a","Wyndham - baltimore","5","1","2023-06-07 09:42:34.02","2023-06-12 11:00:00","86"
"455170-c83497055ebc4de9be1f0fd8f4107204","NH Hotel  - vancouver","1","1","2023-06-09 11:14:15.315","2023-06-10 11:00:00","165"
"455334-ff8e5bdddee74280847cbc98b1a8b929","Accor - montreal","4","1","2023-06-07 11:00:00","2023-06-11 11:00:00","169"
"455409-2930a02f6d5544469db89a1326f37713","Extended Stay  - denver","2","1","2023-05-31 11:00:00","2023-06-02 11:00:00","116"
"456061-5d3dd5c880524d4ab880a816c9739c37","Conrad  - montreal","1","1","2023-06-04 17:12:32.715","2023-06-06 11:00:00","178"
"456582-d6ce7a17161842b18279b1e044b94d24","Accor - fresno","3","1","2023-06-08 14:57:17.775","2023-06-12 11:00:00","167"
"456640-eaf64f0f357a4071af55bc69ca8e5bc0","Wyndham - kuala lumpur","15","2","2024-04-01 05:42:29.79","2024-04-16 11:00:00","181"
"456949-74b81884e95b4723badb1d5efcc8a7ca","Best Western - winnipeg","1","1","2023-06-04 13:46:53.49","2023-06-06 11:00:00","166"
"456972-1c89e225804a4a189d2ad31d07d8d02e","Fairmont - jacksonville","10","1","2023-06-04 18:47:41.235","2023-06-15 11:00:00","59"
"457174-7bdc371e1f0c483fb9258d0b45ec5764","Wyndham - new york","1","1","2023-06-07 17:49:54.57","2023-06-09 11:00:00","195"
"457222-0ef51da84bea4342b65163f45999e9c9","Shangri-La - new york","3","1","2023-06-06 12:29:04.92","2023-06-10 11:00:00","91"
"457358-855505f4ecb945429bbc9d96c6599914","Crowne Plaza - toronto","2","1","2023-06-07 14:23:44.385","2023-06-10 11:00:00","240"
"457388-80a86a8cab3246a8952a2fa3e50ebcb9","Fairmont - denver","1","1","2023-06-04 17:42:51.84","2023-06-06 11:00:00","265"
"457409-d2ed6fb83681477b82a32822347b0ee4","Four Seasons - calgary","6","1","2023-06-01 10:52:27.165","2023-06-07 11:00:00","64"
"457454-b7e7657b5e814b41b9b0d6dc1acbb34b","Fairmont - las vegas","2","1","2023-06-08 19:02:45.015","2023-06-11 11:00:00","85"
"457881-fc4cf8ce421a4c2d8ebbe5f7cb85684a","Wyndham - boston","14","1","2023-06-07 10:44:19.635","2023-06-21 11:00:00","89"
"458164-b19537408d2749c5a421b8430980b3ca","Best Western - columbus","0","2","2023-06-03 19:42:49.815","2023-06-04 11:00:00","224"
"458430-6466e44947c24f4aa82e5798c108273f","Marriott  - new york","1","1","2023-06-05 20:58:03.945","2023-06-07 11:00:00","159"
"458767-c51ad559eb6b404bab20d5283ba70895","Hyatt - paris","18","1","2024-02-05 19:39:32.625","2024-02-24 11:00:00","290"
"459511-d924c652f0dc49eeaa67db70f68f63dc","Fairmont - detroit","2","1","2023-05-31 17:57:44.37","2023-06-03 11:00:00","295"
"459546-e499078011a64dfaabbcc419bfcfbff7","Best Western - los angeles","2","1","2023-06-08 10:40:44.175","2023-06-10 11:00:00","332"
"459780-33d6b0151fb74e9fa2c90ee467b345ca","Wyndham - ottawa","16","2","2023-06-03 11:00:00","2023-06-19 11:00:00","126"
"459924-c0b51262401f43189f967fbb321fa0fa","Banyan Tree  - philadelphia","2","1","2023-06-02 09:45:32.085","2023-06-04 11:00:00","237"
"460379-3a5f3fc319c74415a0faae5fb8ec23a3","Best Western - new york","0","1","2023-06-05 14:54:45.945","2023-06-06 11:00:00","57"
"462209-d7f9165791474cf2901714633d7e31f3","Rosewood - charlotte","2","1","2023-06-03 13:30:56.25","2023-06-06 11:00:00","230"
"462590-69c69c4192634900a70636b887c369a9","Choice Hotels - edmonton","1","1","2023-06-07 14:07:10.875","2023-06-09 11:00:00","233"
"463333-4cc41819e07744f8a13ec889954e7ea1","Fairmont - louisville","8","1","2023-06-07 12:59:57.48","2023-06-16 11:00:00","66"
"463442-de59014fedc44b028edacf6038e682b1","Conrad  - hamilton","12","2","2023-06-15 11:00:00","2023-06-27 11:00:00","107"
"464072-880a86521cb54673b3c3bedf491b8061","Choice Hotels - chicago","10","1","2023-06-04 17:51:17.685","2023-06-15 11:00:00","92"
"465881-29e0cdbd433341f19a8b2d21699fe9dc","NH Hotel  - denver","2","1","2023-06-03 13:18:30.42","2023-06-06 11:00:00","113"
"466155-e712cfc4dad246e18ecff7bfdf89b2c6","Best Western - charlotte","4","1","2023-06-12 11:00:00","2023-06-16 11:00:00","206"
"466347-770499345c3d4fe6ab99089fb79d8e04","Shangri-La - los angeles","1","1","2023-06-03 17:14:28.815","2023-06-05 11:00:00","59"
"466704-9e13744a836544299202aac8e851fce8","Accor - tucson","1","1","2023-06-04 11:52:38.595","2023-06-05 11:00:00","227"
"466924-f8bbcc08cc5847b999bf0c612da78832","Extended Stay  - new york","5","1","2023-06-07 16:02:21.75","2023-06-13 11:00:00","84"
"467729-50fec8f1074c486784fff37721e7b492","Extended Stay  - amsterdam","12","1","2024-03-04 16:18:15.435","2024-03-17 11:00:00","132"
"467806-9ee4e8af45fe4c868d502085562d4bf7","Crowne Plaza - san francisco","2","1","2023-06-05 11:46:36.93","2023-06-07 11:00:00","87"
"468363-c958fe02ee06447f920bdd94e8c46a38","Banyan Tree  - jacksonville","12","1","2023-05-31 11:00:00","2023-06-12 11:00:00","88"
"468620-41fccb6ee09847e29f4a7db26d5317b7","Four Seasons - toronto","1","1","2023-06-03 09:43:43.365","2023-06-04 11:00:00","150"
"469247-682b82ddf225483c8e4ab22df6349790","InterContinental  - riyadh","23","1","2024-03-05 00:53:12.255","2024-03-28 11:00:00","225"
"469331-e3ee2cbbc4d342fba6f00a58d16cdca6","Best Western - phoenix","2","1","2023-06-02 14:40:12.54","2023-06-05 11:00:00","184"
"469663-acdb1bdabde842fb9a7f8f18f47302aa","Best Western - montreal","6","1","2023-06-06 11:00:00","2023-06-12 11:00:00","138"
"469934-64c13929b0974679948e76cbe083907a","InterContinental  - portland","16","1","2023-06-03 17:49:41.115","2023-06-20 11:00:00","343"
"470457-46036a65481d47e69c4b5fb5704718bd","Fairmont - ottawa","1","1","2023-06-02 09:40:43.05","2023-06-03 11:00:00","69"
"471077-94acccf7a3dc467596b33c2ad6de8834","Best Western - los angeles","1","1","2023-06-03 17:42:22.545","2023-06-05 11:00:00","198"
"471679-2cd2fb55cf2e4b1abe93a749d8b100be","Hyatt - detroit","3","1","2023-06-07 09:24:16.785","2023-06-10 11:00:00","160"
"471914-8202524ed07e4590b909c8b319402bc8","Wyndham - san antonio","3","1","2023-06-03 13:07:04.935","2023-06-07 11:00:00","196"
"472141-58c4c5f047c440c49d9693e1d6170836","Hilton - calgary","5","1","2023-07-04 11:00:00","2023-07-09 11:00:00","83"
